id,modelId,description,category,topLevelSynsetId,subSynsetId
99188,597f2b2153af0c544aabcf2a7cb640f9,"""A brown colored rectangular chair with some rectangular holes and with four legs.""",Chair,03001627,03001627
99187,be1ac2a0b4c75bb9940806ade53ef2f,Steel chair with simple four legs and small hand holder arm gives good look professionally,Chair,03001627,03001627
99186,cec74855ee27972040a35da25154231f,round shape chair .armless blue cushion with seatrest.,Chair,03001627,03649674
99185,d3c31829b1295d0abf22a5ca4fa4678e,Darkest brown table with straight legs and flat table top.,Table,04379243,04379243
99184,5627a479e2e7373b11800282ad2afb09,brown coloured rectangular shape wooden bed and good looking,Chair,03001627,03002711
99183,56262eebe592b085d319c38340319ae4,a brown wooden chair with hollow striped back rest and four legs,Chair,03001627,04331277
99182,99a4ced5a15438131ff008919d662aea,"""A rectangular brown colored wooden chair with several rectangular holes and with four legs.""",Chair,03001627,03649674
99181,294406eb0453d6a74aad3d2faf99eb1e,"Wooden chair for relaxing, made with horizontal wooden strips. No arm rests.",Chair,03001627,04331277
99180,c605d4742f68a00ece45069973024eb1,Modern style office chair with medium color seat and back that stands on four wooden legs.,Chair,03001627,04331277
99179,77cf056c6beffa5e3b6eb1ba4e121206,a light blue revolving chair with four legs and arm rest,Chair,03001627,04373704
99178,772b0908f5aa09c687d3d93a515ee29f,mini tea table wooden clour with four legs.,Table,04379243,04379243
99177,8ec3459ab9fa3ce8738e43095496b061,"Black wooden chair with leg holder gives comfortable to sit and rest , its having broad hand holder arm gives good comfort",Chair,03001627,20000022
99176,e5ce7b150310f288b04cb542e2c50eb4,brown colour wooden chair and good looking,Chair,03001627,02738535
99175,3bf20deddacf5cc64b8710a3469971b1,brown colour rectangular shaped wooden table and good looking,Table,04379243,20000037
99174,efefba3f45a9e16dd64ad79e5981cc8f,Grey coloured chair with curved back rest and legs and arm rests are in rectangular shape.,Chair,03001627,03001627
99173,348b2880842cbbca4ca84d60642ec7e8,Designer's table made of blue-tinted rectangular glass and curvy metal bottom.,Table,04379243,03063968
99171,7a0a47c08464a493d1433b6d2f686197,a rectangular brown wooden table with four long legs,Table,04379243,04379243
99172,7ed9395ec6fa732248db5ebe0dbfb1d5,wooden colour four legs seatrest armless chair.,Chair,03001627,04331277
99170,1949b4cd6b88fa0713a5873d239ac557,white coloured rectangle shaped table and good looking,Table,04379243,04379243
99169,4315e96a1dbf9337cacf13745dbfd112,a brown rectangular wooden table with rectangular base,Table,04379243,04379243
99167,b29f5c7c73908424685a4d2d2b5da82a,"Ancient times, gray color, wooden armless chair with thick four legs.",Chair,03001627,03001627
99166,97e4bfc6f8d2e2fb986b72a93898270f,A small table. The surface is brown colored.,Table,04379243,20000037
99165,5c2ec61293c30ee7bdba4e1fee183355,"""A grey colored steel rectangular table with three rectangular surfaces and with two legs.""",Table,04379243,04379243
99164,d8f3c4bf9266150a579147ba03140821,light blue armless square seat with round cushion chair.,Chair,03001627,04331277
99163,7e4025dcdad5415386c701087a194026,Grey coloured chair without armrests with four legs.,Chair,03001627,04331277
99162,cb242dc225308003de21d22522bdaf,a brown rectangular table with rectangular base and four legs,Table,04379243,04379243
99161,89133468bce0e63f8101accd22c701b9,white coloured wooden chair with steel base and good looking,Chair,03001627,03001627
99160,c4e7fef0548b8d87247b7570b0fbe63d,Old design rounded table made of woods with four designed legs.,Table,04379243,03179701
99159,d5b132a3e903e8fc8ad3a7d07aac2767,A blue colored chair. There is no place to rest arms. It doesn't look that comfortable.,Chair,03001627,20000026
99158,70207d8482c135f8410594e2fa0c101,a brown wooden chair with four legs and armrest,Chair,03001627,02738535
99157,f8f36e7871d0e8382c026fed19c0d206,Round table with metal bottoms which are four spoke and a round tinted glass top.,Table,04379243,03063968
99156,5c9d582488732ee0d7f7a4c4609b0913,black colour push back cushion boss shaped and good looking,Chair,03001627,03001627
99155,e9e7883a296587ed804722305621f918,A red colored chair. The surface is black. It looks fancy.,Chair,03001627,03001627
99154,9081c28e6a90fab1698da6fabf8a99e2,Green table with six legs used for table tennis having sharp edges gives easy comfort and with net for play,Table,04379243,04381587
99153,df51cb83f0e55b81d85934de5898f0b,"""A grey colored steel chair with four small legs.""",Chair,03001627,02738535
99152,954f39bdb27c54cbeedb4c8fd29e2d1,black coloured round shaped wooden table and good looking,Table,04379243,20000039
99151,42db4f765f4e6be414038d588fd1342f,A black colored chair. The place to rest one's back is small in size than the one to sit.,Chair,03001627,20000027
99150,e8ba9621aef9395a3019620286259e2c,V-legged rectangular table made of gray wood with a thin top.,Table,04379243,04379243
99149,854f3cc942581aea5af597c14b093f6,A black colored sofa chair which has skinny back in which the back has a black twin line running from top to bottom of the chair and the seat is square shaped and the back-side of the chair is colored in light-brown small designs and the chair has four legs in which the back two legs are seems to be shorter than the front two legs.,Chair,03001627,20000027
99148,e7c6731436bc2301bf94502f7765c22,"""A grey colored rectangular steel table with sofa at the center and  with X shaped legs.""",Table,04379243,04379243
99147,f9bbfd8acdee30158a63c123f2a561a6,black tinted glass rectangular shape wooden base table and good looking,Table,04379243,04379243
99146,2abe61af67cbd99aaa1d46a2befc5e09,A short wood table that is rectangular and has a long metal piece dividing the middle.,Table,04379243,04381587
99145,b1a5b2caa2b7dc95f51f77a6d7299806,a grey coloured rectangular table with one shelf and four irregular legs,Table,04379243,20000041
99144,5fd2d226435431976f283df3449ca535,"lazy chair light blue colour, four legs with armrest.",Chair,03001627,20000022
99143,c2430d27be01948ab8e1b99345a5afd4,Light gray outdoor folding chair made of metal with fiber seat and back.,Chair,03001627,03649674
99142,d4f194efb445914e4b3d6a0fb5682cc4,"Brown coloured wooden chair, with vertical lines of wood in the back rest.",Chair,03001627,03001627
99141,3b384a4919d180a666ef9dd2f3ef27d3,A grey metal table with a rectangular top and a small rectangular shelf underneath.,Table,04379243,20000040
99140,75bb849ce0a252e72c1a544eca74c954,A rectangular table with black colored legs. The surface is a little thick.,Table,04379243,03179701
99139,3be2c90d1c2730fa14659d605ff53c6f,"Black chair with long arm holder using for sun bath and resting, made up of nylon cloth and metals with four legs",Chair,03001627,03376595
99138,4959bcf3886dc907108366689dda0d5c,"Contemporary designed black. Chair, without armrests. Made of wood.",Chair,03001627,20000026
99137,95b7d8f0fe70e768827291701dfaa1ff,a steel silver rectangular table with rectangular base and four legs,Table,04379243,04603729
99136,765786fb271e394a204812d6a020ec9b,dark brown colour rectangular shaped wooden table and good looking,Table,04379243,04379243
99135,794dc333392caee153041c49040be3d5,A brown wooden table shaped like a square with four legs.,Table,04379243,04379243
99134,651560f344dd987fda6f0c2ce3101382,"""A blue colored rectangular glass table with four wooden brown colored legs.""",Table,04379243,04379243
99133,654b7415b53b5138fc5718d28351c534,blue colour bended shape chair and good looking,Chair,03001627,20000020
99132,483308834b307b75d5f1108744f02f1,A red colored chair. It is small in size.,Chair,03001627,02738535
99131,11b7c86fc42306ec7e7e25239e7b8f85,An oversized chair with stripes.  It is brown and green and more of a box shape.,Chair,03001627,03001627
99130,3853339519aca1bdfcd4910413c446d9,"Office chair without arm rests, made of iron and rollars on the legs.",Chair,03001627,03001627
99129,2d7c48df632589a7ad5067eac75a07f7,"round table   four legs, with light blue  colour.",Table,04379243,04379243
99128,299ff1bf2618a4b584b039efed4b32d7,a green colored wooden table with four legs and one shelf,Table,04379243,04379243
99126,e4cc5cee7b011df316037b4c09d66880,"Old fashioned brown wooden arm-chair made of thick logs, stands on four thick legs.",Chair,03001627,02738535
99127,1bba52fa91ad1f9d7ff6ace05b36a5,brown colour rectangular shaped wooden rack table and good looking,Table,04379243,20000036
99125,fad834ac9ebf8d5595b7b91db37ae400,Red head table with two sub shelves made up of wood which gives us to using more things to fill it and having holes to clean easily,Table,04379243,04379243
99123,eb32fa1ae8069d0998e0d1738edd4f19,A red colored chair. There is a place to put legs as well.,Chair,03001627,03002711
99124,5c8668d215fd79079a037b4abf810691,"""A brown colored rectangular table with four brown color designed legs.""",Table,04379243,04379243
99122,c6591f825c72dc6553a2cae48abaea7d,Round table with glass top and four curved legs.,Table,04379243,04379243
99121,11d9817e65d7ead6b87028a4b477349f,A brown wooden chair that would be used in a dinning room possibly.,Chair,03001627,02738535
99120,b7a0dda52974fa642250bf58700b4d8f,brown coloured round shaped holes in between chair and good looking,Table,04379243,20000039
99119,c5178a8a0da618a25d78ff7fb413274d,A round wooden side table with one leg from the center.,Table,04379243,04379243
99118,c953d7b4f0189fe6a5838970f9c2180d,An arm-less wooden chair which has square shaped seat and ten wooden linings placed next to one another which forms the back of the chair and the chair has four legs which has curvy structure from top to bottom.,Chair,03001627,04331277
99116,9e9e6025f821c2bdb6d6d1ff246c4885,It's a chair with beautiful ash color cushion. Two legs are made by wood and also have wooden color.,Chair,03001627,02738535
99117,f4fb644d5c81e60e1a1485fc0329e88d,green coloured round shaped wooden table and good looking,Table,04379243,04379243
99115,1a9036f081dd51683a9bf8c718fc345e,"Grey coloured table, in rectangular shape.",Table,04379243,04379243
99114,34787e9a9a0c1ff4905477d2a8504646,brown colored table with long legs. It is tall.,Table,04379243,04379243
99113,809cd21e86d7caac3162de0102da9582,A blue chair with wood arm rests and is good for lounging.,Chair,03001627,20000027
99112,f4db2e2e90e83c759b9f2eb77f5e247e,white tinted colour chair and good looking,Chair,03001627,03001627
99111,2633bba6168a580c8997f7623978b6e4,Old design rectangular wooden table with a drawer and a tier at the bottom.,Table,04379243,04379243
99110,e22b23cbdaa1e259e8a94a8468340ce7,a brown l shaped table with two shelves and three legs,Table,04379243,03179701
99109,58e6fa617a1bed1a20b64028d2efc877,"dark brown coloured chair, made of wood without arm rests.",Chair,03001627,03001627
99107,f54c7cbbd49ec8eb429c1439cde9f6d2,Black sponge chair with comfortable edges which gives us to no stress in sitting made by mainly leather and sponge,Chair,03001627,20000027
99108,44d6debd1db8c2e57fb0dc5c3ba15465,brown colour rectangular shaped wooden table and good looking,Table,04379243,04379243
99106,5d9f9ee95a7e1623fe9d8ee1a924ac2e,It's a rectangle table. Made by wood and also have wooden color. It has a drawer in side.,Table,04379243,04379243
99105,b879ff9d30911558fe2d13a096d8b561,"A brown wooden, rectangular table. The wood is solid all the way down.",Table,04379243,04379243
99104,cc182c3aa204614540f68c5e459bb389,white colour rectangular shape table and good looking,Table,04379243,04379243
99103,bd25dfa62c3c2cf772bd03149507655d,"Square coffee table made of black and gray glass, stands on four legs.",Table,04379243,03063968
99102,75234e713a2baed84d5f12fa5114b4e,"rectangle shape table,  grey colour with two legs.",Table,04379243,04603729
99101,993dfc1874d17acd08b731e9ce099e7,a wooden hollow striped chair with four legs,Chair,03001627,20000022
99100,c9b834aeda78274029edbf57bdd3b0af,Rectangular center table with veneer made top and four wooden legs.,Table,04379243,20000041
99099,b1333bac9640db456e5061f0592f234c,A white colour table made with wood and it has four long legs.,Table,04379243,04379243
99098,e440059fcf6f36496ebf11292bdb9130,It's a beautiful chair. It have red color and with beautiful cushions. It will make your guest room more prettier.,Chair,03001627,02738535
99097,f81301719860a0e14626b1c05b10e40e,"Glass table with fixed materials, green colour easy to clean and makes us to see like the rich",Table,04379243,04379243
99096,ec379ae9e5d850459f2349486c570dd4,A pink colour round low height table made with glass.,Table,04379243,03063968
99095,38e904bee502bd31e8b2b8dc0c816caf,Modern style light gray chair with cushioned seat and metal bottom.,Chair,03001627,20000027
99094,250cd21169a42a2bfaf26c91ad27299b,"""A light brown colored wooden rectangular table with four brown legs.""",Table,04379243,04379243
99093,a70771fd3bf24d65c16bd6fd1b8c7eae,a table tennis table with net at the middle and h shaped leg,Table,04379243,04381587
99092,d5e79960180078237062f2d72cde5c95,A wooden glass table in which three by one portion of the top of the table is made of glass which is in the middle and has the other two portions on sides as wood and both these wooden side structures bend down to form four square shaped wooden legs.,Table,04379243,04379243
99091,9330bd524773fa17915e97a8e8ae6c48,A tall brown 4 legged wooden table. Its table top can be opened to store some things inside.,Table,04379243,20000041
99090,10506aab1adfe9f4eb7b988bf4f0d1ef,A white colour glass table made with glass on table top surface and legs were made with iron.,Table,04379243,04379243
99089,df297071493f894e79b3e1be3524f72f,mini wooden tea table with base stand wooden colour.,Table,04379243,04379243
99088,2d701c588b3bbbc458c88d30f502a452,a violet seated chair with netted seat rest and four legs,Chair,03001627,20000022
99087,eabdb3aa920b216820b64028d2efc877,"Newly design chair made of brown wood with back, seat, and bottom fixed up without hardware.",Chair,03001627,03001627
99086,3adaf5ec2c9fa6fef7248d9dbed7a7b8,It's a rectangle table table. Have ash color and it is so simple and neat.,Table,04379243,04379243
99085,45039c59b957063e742728b30848ed03,"Black chair with two leg stand which makes it comfortable to sit without stress in back made by leather, sponge and metals",Chair,03001627,20000020
99084,aa54c2e6850253ffe08dd63aa50202d,A brown colour table made with wood and it is short height rectangle shaped.,Table,04379243,03092883
99083,708cd72e15dfaab8a687729fda50af77,"""A black colored plastic chair with four black colored legs.""",Chair,03001627,04331277
99082,b9fc2f624533bb8119fb4103277a6b93,a brown  coloured square shaped table with four legs,Table,04379243,04379243
99081,20647984dbeb990ea6c03a53cf0a14c9,A brown colour table made with wood and it has a drawer under the top surface.,Table,04379243,03179701
99080,3736ae6b32d288fad832a3fe59576848,A single piece brown wooden table with a fold at one side to hold magazines and similar items.,Table,04379243,04379243
99079,4527cc19d2f09853a718067b9ac932e1,A wooden chair which has square shaped red colored seat and has bull horn shaped back with a large oval shape in between the horn shaped structures and has two arms and four S shaped legs.,Chair,03001627,02738535
99078,8a5d60067de905336c183a120a388982,A ash colour chair made with cushion and it has four legs made with iron.,Chair,03001627,02738535
99077,3a3f32deb30dc4e32ea98d69e91ba870,Very high table with chest of drawers and cabinet made of brown wood.,Table,04379243,04379243
99076,2a9cac5daa8e99cbd9b53420a5458c53,"""A light brown curved chair with wooden sitter and with two curved grey colored steel side arms.""",Chair,03001627,20000027
99075,2d1d8a2f976387bd3145205f02ff9fc5,It's a rectangle shaped table. Have four legs in corners and it is multi colored.,Table,04379243,04379243
99074,26d174935d283cfd4ea7ef03cbe21992,A white colour long height rectangle shaped table made with wood and it has two drawers to store anything in it.,Table,04379243,04379243
99073,dfc85456795d943bbadc820495ddb59,brown wooden chair with four legs and square seat and seatrest.,Chair,03001627,03001627
99072,ca6c07357ba5125b8e2adb29857f8a1,A brown single  arm table with moving wheels made up of metals and easy to move any where we want,Table,04379243,04379243
99071,f0b044c592e19f3d8dab161b48d8b921,A brown colour long height rectangle shaped table made with wood and it has two drawers to store files in it.,Table,04379243,04379243
99070,92db07d09bb110386bd0aad3d992cb54,A brown rocking chair with a gray seat and largely meshed backrest. It also have armrests on both sides.,Chair,03001627,04099969
99069,4a3839f687aad9122d98de61f824e5b2,"It's a rectangle shaped table. Specialty is it can foldable. Multicolored combination of white, red and black.",Table,04379243,04379243
99068,b4855f52572ce2b0febad4f49b26ec52,Table made of brown metal side with a hand hold and white metal top.,Table,04379243,04379243
99067,1b6bd64fda74bdc4d6983f351200ac6a,"Tea Table, Rectangular shape and curve from the edges. Middle section is made of glass. Look like a fish pot. Base is like stool shape and brown color",Table,04379243,04379243
99066,3f1b826134c88f5fa0a2f1a46df5a003,A Table with black colour made up of wood having smooth edges and easy to fit anywhere,Table,04379243,20000041
99065,4309b8cf22f0382917271868b642acd3,"A long, brown, wooden, rectangular table which is designed like an I beam with two panels connected diagonally from the center leg to the table top.",Table,04379243,03092883
99064,91530c95f442dd71793b6229a2639a1c,A red colour table made with wood and we can use this to place heavy items on it.,Table,04379243,04603729
99063,6137e19255f71a0a26700e14156d231c,"""A grey colored wooden rectangular table with four legs.""",Table,04379243,20000041
99062,867b553b34a3399919fb4103277a6b93,Brown box table made of wood with dark brown outline.,Table,04379243,04379243
99061,bbb7ad20cbe09b9b2ae0028d477b835f,"Tea Table, Top surface is made of glass, Color is transparent Blue color. Four legs are on each corner and round cylinder shape.",Table,04379243,04379243
99060,731561e2626163e8a4dc6822aaa2cf2f,A brown colour short height table made with wood and it has glass on top surface.,Table,04379243,04379243
99059,57362886500b303632a11457e23fe120,A thick ink blue colored table which has glass top in which the glass top surrounded by blue borders and there is a rack at the bottom which is similar to the top and fully colored in blue and there are four thick short solid legs which is also colored in blue.,Table,04379243,04379243
99058,a1240606049c440edbf3c13c5c0e828e,a brown colour table made with wood and legs were looking different than usual.,Chair,03001627,03001627
99057,b14270faa0beb387f36ea1eb6542fe7e,"""A brown colored rectangular table with two different legs.""",Table,04379243,04379243
99056,c0d25cd4481b3c2a365f491f6e3dbc3f,A fancy 4 legged brown wooden table with green cushioning on the seat and the back rest. The back rest and armrests are adorned with carved designs.,Chair,03001627,03001627
99055,2620443433d2292ebed0f46f915a3980,"Chair, made of plastics and steel, White color. Base is like stool shape with four legs",Chair,03001627,04331277
99054,5748c2c222d1528deb0a72cc21af76ff,A pink colour chair made with wood and cushion at sitting position.,Chair,03001627,03001627
99053,591a2b1a6c44e5ae535089b1cfcbf17,"Gray and Green Color, Square Shape, This Table Used for Restaurant",Table,04379243,20000039
99052,58a8f29ec056a19f71a782a4379556c7,"Sofa Chair, Made of soft material like foam. Green color. Base is in round shape.",Chair,03001627,20000027
99051,bc1ff7fc750617d690f7bef12e52ac08,A red colour table made with wood and legs were made with iron.,Table,04379243,04379243
99050,ca01fd0de2534323c594a0e804f37c1a,"""A grey colored steel chair with four strong legs.""",Chair,03001627,03001627
99049,40e9fdb477fc0c10f07ea52432becd0a,"A 4 legged, tall white chair without armrests. It has a backrest.",Chair,03001627,04331277
99048,2828b98d980480cec3bd24f986301745,It's a beautiful chair. Made by wood with red color cushions. Suit for all puposes.,Chair,03001627,02738535
99047,8cecee14e55bf1f4c255a5f53b753fe4,A white colour table made with wood and it has a drawer to store files in it.,Table,04379243,04398951
99046,5bfee410a492af4f65ba78ad9601cf1b,"Bar Chair, Shape is like wind glass. Gray color material used is plastic or steel",Chair,03001627,20000023
99045,892529626a1710cf17ef8b7bd64bd7f2,"Gray Color, Back Sitting Chair Used for Living Room",Chair,03001627,04331277
99044,735b16d075ad6ce3d197f67767b32741,A 4 legged white chair with armrests and a reclined backrest. The armrest is connected to the legs.,Chair,03001627,03001627
99043,ff3f1004c4126b966d75aa5db61c1fe9,A square shaped table made with wood on top surface and legs were made with iron.,Table,04379243,04379243
99042,72713f2b894ad2846d16cefc94cf3648,A light brown colored sofa chair which has square shaped seat and has a rectangular shaped back in which there is a large T shaped wooden structure which holds the back of the chair and there are two large arms and four legs.,Chair,03001627,20000027
99041,7a1515106a9dbd2bae4c6ed7474cdaa3,"""A blue colored sofa with side arms and with bottom to place the legs.""",Chair,03001627,02738535
99040,732ee6a49bd6db06aed393947b9cb125,"Gray and Red Color, Rolling Model Back Sitting Chair",Chair,03001627,20000023
99039,47aa3e340eb5be093fccb8cf9f00542f,the table is brown and rectangular and have four legs,Table,04379243,20000037
99038,c7d36b8a4b79f89dc963b248f3fa9d25,It's a rectangle shaped table. Made by wood and multi colored. It's look so traditional.,Table,04379243,03063968
99037,c2430d27be01948ab8e1b99345a5afd4,"Chair, made of plastics and steel, Color is gray. Seating is little folded towards down.",Chair,03001627,03649674
99036,d90e76683d11f75fde11596dfa0db02e,A brown colour chair made with wood and looks very solid.,Chair,03001627,03001627
99035,cb8e63317e0ac998e6543556f230fe9c,"Brown Color, Wood Material, Back Sitting Chair Used for Dining Table",Chair,03001627,03001627
99034,5390dede41d523f71a782a4379556c7,A dark beige plastic chair with 4 legs and 4 rubber stoppers beneath. Two of the legs are connected and it has no armrests.,Chair,03001627,03001627
99033,a8d59c4b6577b9eb37a0eda928b574d2,the table is brown is made from wood and have four legs,Table,04379243,20000041
99032,7249c3e41c4807c0f7e0e05bae6131,A thick solid square shaped wooden table with four designed solid legs.,Table,04379243,04379243
99031,7f39803c32028449e76bc197b3a3ffc0,"Solid table, Rectangular shape, Looking solid from inside. Stripe wood pattern of light green yellow and gray color",Table,04379243,04379243
99030,50e3f09b7dc9fcb63fde2470c949bc26,the chair is red is made from steel and have four legs,Chair,03001627,04331277
99029,9b12d223347d4bdd4a11872aa986426d,"Green Color, Sofa Model Back Sitting Chair with Cushion",Chair,03001627,02738535
99028,3b2d9328ab28f70122c4f7f8c92935f0,the chair is brown is made from sintetic materials and have five legs,Chair,03001627,04373704
99027,8f05326e122a6b973eea2c65c18f73c,"Brown Color, Wood Material, Two Layer Table With Drawers",Table,04379243,03063968
99026,e6a188bbf8315d11f1783a44a88d6274,"Table, made of wood, Rectangular shape and brown color. Four legs are for support. Material is wood",Table,04379243,04379243
99025,f7ef48c7de69ae03cea3bc3a9009695,A long rectangular thick wooden school desk table,Table,04379243,04379243
99024,e6c11fed9469141ace8fba09dd640742,the chair is blue is made from wood and have four legs,Chair,03001627,03001627
99023,87d5a94d81a299401877c7666e1dab40,a wooden brown and small black block with 4 stand,Table,04379243,04379243
99021,e159d82f67a5953b1fb41007d56c0ca1,"""A grey colored steel rolling wheel chair with black sofa to sit and with two side arms.""",Chair,03001627,03001627
99022,47ae91f47ffb34c6f7628281ecb18112,the chair is beige and brown is made from wood and have four legs,Chair,03001627,02738535
99020,487040c5fdc68fdfe6cfc789522bfbab,Armless plywood chair with wooden supportive frames for both back and legs.,Chair,03001627,03001627
99019,1b05971a4373c7d2463600025db2266,A thick pink colored chair which has a hole in the centre of the chair in which there is a small cylindrical beam attached to a circular steel shaped structure at the bottom which forms the leg.,Chair,03001627,03001627
99018,17e171f6714e330d869e5ec10662e58e,"Wood Material, Brown and Blue color, Coffee Table Center Covered by Glass",Table,04379243,04379243
99017,eea9a17689ef174ec14f867747674e73,the chair is made from wood the color is brown and have two legs,Chair,03001627,04331277
99016,9437fea69f0b44e8f97ef3b999ddb957,a strong Glass type table with 4 stand support,Table,04379243,04379243
99015,28cace7066ffa9c2f4b6538438a0b930,Two yellow mottled cushions inside a grey frame.,Chair,03001627,02738535
99014,37299b12d2ac7fe13fcaef19d88744fb,the table is rectangular is made from wood the color is brown and have two legs,Table,04379243,04379243
99013,8e2c39986badb61e6fe3612af521500,a blue colour soft sofa chair with 4 stand support,Chair,03001627,20000027
99012,de2f120b21e228c2e6c5cd45aa112726,A dark brown square table with four legs.,Table,04379243,04379243
99011,4b4773ef582c002b5bfd842976fb7956,"Wood Material, white and Brown Color, Back Sitting Chair",Chair,03001627,03001627
99010,8478187660d5443186915ea7a2083dcd,A grey wooden circle with four cylindrical poles coming out of the bottom.,Table,04379243,03179701
99009,d2b7b34e176262513521fe8ac6222005,a silver colour rectangular type of table with 4 stand support,Table,04379243,20000037
99008,d87841ba0db5931576a45e9a12af8158,Rectangular box like table with hallow space,Table,04379243,04379243
99007,3adba11cee055363f51f77a6d7299806,Black color sofa one sited four squire shape.,Chair,03001627,04331277
99006,e2312615b21d7690c4f22423196a0dd2,A brown square with a pillar coming out of the bottom,Table,04379243,04379243
99005,de3e16703bf6581df050758b903e6054,white coloured push back cushion type chair and good looking,Chair,03001627,20000027
99004,a48e359faed3da88d3519c62a8100783,a rounded type of wooden chair with 4 stand support,Chair,03001627,03001627
99003,8eba29bc85c8c830b4c161851ed2b4e4,"A black rectangular desk, with five brown drawers. Each drawer has a metal handle.",Table,04379243,04603729
99002,5c4557a826e80297490ad276cd2af3a4,A wooden rectangle with four triangular legs.,Table,04379243,20000037
99001,def8af022dceee892acbf58c0b138e50,white tinted cushion chair and good looking,Chair,03001627,04331277
99000,c5a4cea5107d72f54b3c42e318f3affc,a soft and silver type of chair with 4 stand support,Table,04379243,03063968
98999,2259e09ebd0ed2befebad4f49b26ec52,A wooden rectangle with four legs and a beige rectangle on top,Table,04379243,04379243
98998,bd39b7924b0f69359d0d74633db4834d,Circular round bluish color glass top table with thick solid 8 legs,Table,04379243,04379243
98997,d6e5a8e9e0d5dfedb0957d845ac33749,dark brown coloured push back cushion type sofa chair and good looking,Chair,03001627,20000027
98996,c627f3639caaf614a6589c01f678d8ea,A wooden square with four legs and a glass square in the middle,Table,04379243,03063968
98995,74bde5a0a8927f816e107e0a7fbbb723,a curve brown type wooden chair with a flat support stand,Chair,03001627,03001627
98994,6a02133392afc96b40ef1c8b63a628f9,"A grey, white, and red floral pattered chair. Chair is raised off of the ground by a metal pedestal.",Chair,03001627,20000027
98992,c8aca0182d3e48add93768e7b9b1eabf,A wooden square with rectangular green cushions,Chair,03001627,02738535
98993,40d4acc240c458a970aa4d5182ecf167,"Sofa Model back Sitting Chair, Gray Color",Chair,03001627,20000027
98991,30e8a82eccb30369e3ca99089143c61,black colour steel chair and good looking,Chair,03001627,04331277
98990,590d04438aeffbb58f447453fccbd9d3,Gray color median sited chair white combination.,Chair,03001627,03001627
98989,ae5b18b3515c84ee39683a06407f7f3,a black colour round type of bar table with round flat support stand,Table,04379243,03116530
98988,175e2a8cd6e9866ab37303b6dde16342,"Gray Color, Back Sitting Chair, Used for Living Room",Chair,03001627,04331277
98987,2b6cbad4ba1e9a0645881d7eab1353ba,A translucent object with a yellow seat and four legs,Chair,03001627,03001627
98986,cbb3ece285d9c48ee7e684d25d4dcaf0,dark tinted moulded inside chair and good looking,Chair,03001627,03001627
98985,15490f254e6e226835cf289fa8ad7115,A rectangular brown wooden table with a storage shelf on the bottom.,Table,04379243,03179701
98984,711de3c464c11233a82ebea018a340e4,Square shape grey color table with thick four legs,Table,04379243,02964075
98983,c827c0d4ef212f2b30cb1fe6fdc7d605,"Gray Color, Wood Material, Rectangle Shape, This table Used for office",Table,04379243,04379243
98982,74615c2f7098738ca9764f2d2db668a,brown colour wooden table and good looking,Chair,03001627,02738535
98981,53c11596c3fc36a8a5094cb6d104b35,"A brown, square, wooden table with four legs and a circular glass top.",Table,04379243,04379243
98980,d324baae6630d7c8fb60456da917147,An armless sofa like cushion chair with thick short legs,Chair,03001627,03001627
98979,a15f31e2302f6ae5d67a73ffd62ba73f,"Brown Color, Rectangle shape, Wood Material",Table,04379243,04379243
98978,32b63d54261678e266a713431ac35e37,black colour square shaped with corners curved table and good looking,Table,04379243,03063968
98977,ef76b9cbf76bad40586ef70b3cee4240,"A brown, wooden chair with four legs a seat cushion, and a slatted back.",Chair,03001627,03001627
98976,81094bd607e33c1e0c5923879d79f21,Two tier rectangular grey color coffee table,Table,04379243,03063968
98975,797ecd23342e744bbff15b656f256f05,"Wood Material, Round Shape, Two Layer Coffee Table",Table,04379243,04379243
98974,4561b621e5b7c1ae8cb5d9909aeb1309,a simple 4 stand brown colour rectangular wooden table,Table,04379243,04379243
98973,4a6d33949265bb6569eabdc5c4c6d724,white colour top rectangular shaped wooden table and good looking,Table,04379243,04379243
98972,2d1f6e50aad6d88721fbac718728a36d,"Gray Color, Rolling Model Chair, Used for Office",Chair,03001627,02738535
98971,a578b0027e7d9ec7b2ca3ea77e53abe,A grey chair with four legs and a solid back.,Chair,03001627,03001627
98969,651560f344dd987fda6f0c2ce3101382,"Wood Material, Rectangle shape, Center Covered by Glass Table",Table,04379243,04379243
98970,2dd12e29d36c2b5519fb4103277a6b93,the color of the chair is white and the shape is like a pentagon and the material is like wooden and outside couch is there and the physical appearance is like short size chair,Chair,03001627,20000027
98967,ca01fd0de2534323c594a0e804f37c1a,Gray color chair four square shape one sited.,Chair,03001627,03001627
98968,f5ee06263c91d7eadfe9cab879fd37e8,a black colour block wooden made of 4 support stand,Table,04379243,03246933
98966,3834bf577a25eb2d1ce5b91ffe4491de,A rectangular table with storage space underneath.,Table,04379243,03063968
98965,90e67facc9af413abc19762eaa7ba40f,"White Color, Sofa Model Back Sitting Chair",Chair,03001627,02738535
98964,d1cc46478cde981b9a980acf1a5058aa,a round black colour table with round flat support,Table,04379243,20000038
98963,609cfbe0dd76c64042e1bb4fe264125f,the color of the table is Ash and the shape is like a square and the material is like wooden and sitting side it is couch material and the physical appearance is like short size chair,Chair,03001627,20000027
98962,ed6c9f6d77831e5cdf2b21995cbbbc4f,a black colour wooden soft chair with 4 stand support,Chair,03001627,04331277
